tunecache	1.1.0	1.1.0-bbf27d48a-sm_80	cpu_arch=x86_64,gpu_arch=sm_80,cuda_version=11.5.50	# Last updated Fri Jul 29 15:16:32 2022

          volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	aux.x	aux.y	aux.z	aux.w	time	comment
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	4	1	0	-1	0.000545451	# 1799.37 Gflop/s, 1568.68 GB/s, tuning took 0.090139 seconds at Mon Jul 11 18:27:11 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,xpay,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	5	1	0	-1	0.000540672	# 1861.82 Gflop/s, 1582.55 GB/s, tuning took 0.089238 seconds at Mon Jul 11 18:27:20 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,dagger,parity=1	32	1	1	4096	1	1	8346	-1	-1	-1	-1	7.59954e-05	# 1262.51 Gflop/s, 1034.84 GB/s, tuning took 0.114603 seconds at Mon Jul 11 18:27:21 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,dagger,parity=1,zero_copy,p2p=1	64	1	1	2048	1	1	5217	-1	-1	-1	-1	0.00016501	# 581.45 Gflop/s, 476.60 GB/s, tuning took 0.198623 seconds at Mon Jul 11 18:27:22 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,parity=1	128	1	1	1024	1	1	12840	-1	-1	-1	-1	7.61417e-05	# 1260.08 Gflop/s, 1032.85 GB/s, tuning took 0.114538 seconds at Mon Jul 11 18:27:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,parity=1,zero_copy,p2p=1	32	1	1	4096	1	1	15174	-1	-1	-1	-1	0.00016384	# 585.60 Gflop/s, 480.00 GB/s, tuning took 0.198822 seconds at Mon Jul 11 18:27:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	32	1	1	4096	1	1	6677	-1	-1	-1	-1	7.40206e-05	# 1338.69 Gflop/s, 1062.45 GB/s, tuning took 0.110421 seconds at Mon Jul 11 18:27:12 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1,zero_copy,p2p=1	64	1	1	2048	1	1	20865	-1	-1	-1	-1	0.000163547	# 605.88 Gflop/s, 480.86 GB/s, tuning took 0.195364 seconds at Mon Jul 11 18:27:13 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,dagger,parity=1	128	1	1	512	1	1	18546	-1	-1	-1	-1	2.98822e-05	# 1605.38 Gflop/s, 1315.89 GB/s, tuning took 0.057814 seconds at Mon Jul 11 18:27:21 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,dagger,parity=1,zero_copy,p2p=1	48	1	1	1366	1	1	83457	-1	-1	-1	-1	0.000131072	# 366.00 Gflop/s, 300.00 GB/s, tuning took 0.161407 seconds at Mon Jul 11 18:27:21 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,parity=1	128	1	1	512	1	1	11923	-1	-1	-1	-1	2.99753e-05	# 1600.40 Gflop/s, 1311.80 GB/s, tuning took 0.057564 seconds at Mon Jul 11 18:27:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,parity=1,zero_copy,p2p=1	48	1	1	1366	1	1	83457	-1	-1	-1	-1	0.000131072	# 366.00 Gflop/s, 300.00 GB/s, tuning took 0.161451 seconds at Mon Jul 11 18:27:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1	64	1	1	1024	1	1	6182	-1	-1	-1	-1	3.0688e-05	# 1614.48 Gflop/s, 1281.33 GB/s, tuning took 0.058939 seconds at Mon Jul 11 18:27:12 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1,zero_copy,p2p=1	32	1	1	2048	1	1	55638	-1	-1	-1	-1	0.0001312	# 377.63 Gflop/s, 299.71 GB/s, tuning took 0.161132 seconds at Mon Jul 11 18:27:12 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,dagger,parity=1	128	1	1	512	1	1	11128	-1	-1	-1	-1	2.96029e-05	# 1620.53 Gflop/s, 1328.30 GB/s, tuning took 0.058887 seconds at Mon Jul 11 18:27:21 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,dagger,parity=1,zero_copy,p2p=1	128	1	1	512	1	1	23845	-1	-1	-1	-1	2.94478e-05	# 1629.07 Gflop/s, 1335.30 GB/s, tuning took 0.058713 seconds at Mon Jul 11 18:27:21 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,parity=1	128	1	1	512	1	1	23845	-1	-1	-1	-1	2.95098e-05	# 1625.64 Gflop/s, 1332.49 GB/s, tuning took 0.058745 seconds at Mon Jul 11 18:27:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,parity=1,zero_copy,p2p=1	128	1	1	512	1	1	0	-1	-1	-1	-1	2.96029e-05	# 1620.53 Gflop/s, 1328.30 GB/s, tuning took 0.058812 seconds at Mon Jul 11 18:27:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1	128	1	1	512	1	1	23845	-1	-1	-1	-1	3.32117e-05	# 1491.80 Gflop/s, 1183.97 GB/s, tuning took 0.062954 seconds at Mon Jul 11 18:27:12 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1,zero_copy,p2p=1	128	1	1	512	1	1	0	-1	-1	-1	-1	3.32117e-05	# 1491.80 Gflop/s, 1183.97 GB/s, tuning took 0.062831 seconds at Mon Jul 11 18:27:12 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,dagger,parity=1	128	1	1	4096	1	1	13910	-1	-1	-1	-1	0.000402091	# 2210.12 Gflop/s, 1932.39 GB/s, tuning took 0.506007 seconds at Mon Jul 11 18:27:21 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,dagger,parity=1,host-device	128	1	1	4096	1	1	23845	2	-1	-1	-1	0.000411307	# 2164.42 Gflop/s, 1934.98 GB/s, tuning took 3.452239 seconds at Mon Jul 11 18:27:25 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,dagger,parity=1,host-remote	128	1	1	4096	1	1	11923	3	-1	-1	-1	0.000409941	# 2171.63 Gflop/s, 1941.42 GB/s, tuning took 3.443519 seconds at Mon Jul 11 18:27:30 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,parity=1	128	1	1	4096	1	1	20865	-1	-1	-1	-1	0.000401067	# 2215.76 Gflop/s, 1937.32 GB/s, tuning took 0.504768 seconds at Mon Jul 11 18:27:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,parity=1,host-device	128	1	1	4096	1	1	23845	2	-1	-1	-1	0.000410624	# 2168.02 Gflop/s, 1938.19 GB/s, tuning took 3.444234 seconds at Mon Jul 11 18:27:08 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,parity=1,host-remote	128	1	1	4096	1	1	11923	2	-1	-1	-1	0.000408576	# 2178.89 Gflop/s, 1947.91 GB/s, tuning took 3.435696 seconds at Mon Jul 11 18:27:11 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1	128	1	1	4096	1	1	33383	-1	-1	-1	-1	0.000427349	# 2138.38 Gflop/s, 1818.17 GB/s, tuning took 0.531194 seconds at Mon Jul 11 18:27:12 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-device	128	1	1	4096	1	1	23845	2	-1	-1	-1	0.000437589	# 2091.93 Gflop/s, 1818.76 GB/s, tuning took 3.584484 seconds at Mon Jul 11 18:27:16 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-remote	128	1	1	4096	1	1	23845	2	-1	-1	-1	0.000435541	# 2101.77 Gflop/s, 1827.31 GB/s, tuning took 3.575426 seconds at Mon Jul 11 18:27:20 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,dagger,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	3	1	0	-1	0.000382976	# 2562.74 Gflop/s, 1171.85 GB/s, tuning took 0.057760 seconds at Mon Jul 11 18:25:12 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	3	1	0	-1	0.000379563	# 2585.78 Gflop/s, 1182.39 GB/s, tuning took 0.054986 seconds at Mon Jul 11 18:25:27 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy,commDim=0011,xpay,parity=1,topo=1148,order=0123,p2p=7,gdr=1,nvshmem=0,pol=111111111111110000	32	1	1	1	1	1	0	5	1	0	-1	0.000372395	# 2703.13 Gflop/s, 1205.15 GB/s, tuning took 0.052516 seconds at Mon Jul 11 18:27:47 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,dagger,parity=1	128	1	1	1024	1	1	15174	-1	-1	-1	-1	4.55215e-05	# 2107.68 Gflop/s, 915.63 GB/s, tuning took 0.089491 seconds at Mon Jul 11 18:25:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,dagger,parity=1,zero_copy,p2p=1	96	1	1	1366	1	1	10433	-1	-1	-1	-1	0.000102502	# 936.02 Gflop/s, 406.63 GB/s, tuning took 0.143937 seconds at Mon Jul 11 18:25:05 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,parity=1	128	1	1	1024	1	1	16692	-1	-1	-1	-1	4.51491e-05	# 2125.06 Gflop/s, 923.18 GB/s, tuning took 0.088612 seconds at Mon Jul 11 18:25:19 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,parity=1,zero_copy,p2p=1	96	1	1	1366	1	1	18546	-1	-1	-1	-1	0.00010199	# 940.72 Gflop/s, 408.67 GB/s, tuning took 0.143125 seconds at Mon Jul 11 18:25:20 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	128	1	1	1024	1	1	10433	-1	-1	-1	-1	4.68247e-05	# 2116.20 Gflop/s, 890.15 GB/s, tuning took 0.089996 seconds at Mon Jul 11 18:27:40 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1,zero_copy,p2p=1	128	1	1	1024	1	1	41729	-1	-1	-1	-1	0.000102195	# 969.62 Gflop/s, 407.86 GB/s, tuning took 0.142875 seconds at Mon Jul 11 18:27:41 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,dagger,parity=1	128	1	1	512	1	1	12840	-1	-1	-1	-1	2.31024e-05	# 2076.51 Gflop/s, 902.09 GB/s, tuning took 0.051210 seconds at Mon Jul 11 18:25:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,dagger,parity=1,zero_copy,p2p=1	64	1	1	1024	1	1	83457	-1	-1	-1	-1	8.04234e-05	# 596.50 Gflop/s, 259.13 GB/s, tuning took 0.119283 seconds at Mon Jul 11 18:25:05 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,parity=1	32	1	1	2048	1	1	5564	-1	-1	-1	-1	2.32273e-05	# 2065.34 Gflop/s, 897.24 GB/s, tuning took 0.051219 seconds at Mon Jul 11 18:25:19 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,parity=1,zero_copy,p2p=1	64	1	1	1024	1	1	83457	-1	-1	-1	-1	8.01871e-05	# 598.26 Gflop/s, 259.90 GB/s, tuning took 0.118613 seconds at Mon Jul 11 18:25:20 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1	128	1	1	512	1	1	20865	-1	-1	-1	-1	2.30156e-05	# 2152.68 Gflop/s, 905.49 GB/s, tuning took 0.051764 seconds at Mon Jul 11 18:27:40 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,parity=1,zero_copy,p2p=1	32	1	1	2048	1	1	41729	-1	-1	-1	-1	8.04234e-05	# 616.05 Gflop/s, 259.13 GB/s, tuning took 0.117733 seconds at Mon Jul 11 18:27:40 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,dagger,parity=1	128	1	1	512	1	1	11128	-1	-1	-1	-1	2.368e-05	# 2025.86 Gflop/s, 880.09 GB/s, tuning took 0.053236 seconds at Mon Jul 11 18:25:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,dagger,parity=1,zero_copy,p2p=1	32	1	1	2048	1	1	6677	-1	-1	-1	-1	2.37568e-05	# 2019.31 Gflop/s, 877.24 GB/s, tuning took 0.052984 seconds at Mon Jul 11 18:25:05 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,parity=1	128	1	1	512	1	1	0	-1	-1	-1	-1	2.368e-05	# 2025.86 Gflop/s, 880.09 GB/s, tuning took 0.053157 seconds at Mon Jul 11 18:25:19 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,parity=1,zero_copy,p2p=1	32	1	1	2048	1	1	5756	-1	-1	-1	-1	2.37824e-05	# 2017.14 Gflop/s, 876.30 GB/s, tuning took 0.053122 seconds at Mon Jul 11 18:25:20 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1	64	1	1	1024	1	1	13910	-1	-1	-1	-1	2.42688e-05	# 2041.52 Gflop/s, 858.73 GB/s, tuning took 0.054318 seconds at Mon Jul 11 18:27:40 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,parity=1,zero_copy,p2p=1	32	1	1	2048	1	1	5962	-1	-1	-1	-1	2.43456e-05	# 2035.08 Gflop/s, 856.03 GB/s, tuning took 0.053877 seconds at Mon Jul 11 18:27:40 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,dagger,parity=1	128	1	1	4096	1	1	0	-1	-1	-1	-1	0.000247194	# 3595.03 Gflop/s, 1646.93 GB/s, tuning took 0.404543 seconds at Mon Jul 11 18:25:04 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,dagger,parity=1,host-device	128	1	1	4096	1	1	11128	2	-1	-1	-1	0.000252672	# 3523.31 Gflop/s, 1648.57 GB/s, tuning took 2.886304 seconds at Mon Jul 11 18:25:08 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,dagger,parity=1,host-remote	128	1	1	4096	1	1	15174	2	-1	-1	-1	0.000252416	# 3526.88 Gflop/s, 1650.24 GB/s, tuning took 2.878716 seconds at Mon Jul 11 18:25:12 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,parity=1	128	1	1	4096	1	1	33383	-1	-1	-1	-1	0.000248218	# 3580.20 Gflop/s, 1640.13 GB/s, tuning took 0.405525 seconds at Mon Jul 11 18:25:19 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,parity=1,host-device	128	1	1	4096	1	1	10433	3	-1	-1	-1	0.000253184	# 3516.18 Gflop/s, 1645.23 GB/s, tuning took 2.889715 seconds at Mon Jul 11 18:25:23 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,parity=1,host-remote	128	1	1	4096	1	1	10433	3	-1	-1	-1	0.00025344	# 3512.63 Gflop/s, 1643.57 GB/s, tuning took 2.886351 seconds at Mon Jul 11 18:25:26 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1	128	1	1	4096	1	1	15174	-1	-1	-1	-1	0.00025472	# 3587.60 Gflop/s, 1598.26 GB/s, tuning took 0.408634 seconds at Mon Jul 11 18:27:40 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-device	128	1	1	4096	1	1	15174	2	-1	-1	-1	0.000260608	# 3512.58 Gflop/s, 1598.37 GB/s, tuning took 2.934406 seconds at Mon Jul 11 18:27:44 2022
     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1,host-remote	128	1	1	4096	1	1	11923	2	-1	-1	-1	0.000259584	# 3526.44 Gflop/s, 1604.67 GB/s, tuning took 2.929057 seconds at Mon Jul 11 18:27:47 2022
     32x64x16x16	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,dagger,nFace=1,device-device	320	1	1	205	1	1	0	-1	-1	-1	-1	1.3824e-05	# 113.78 Gflop/s, 2730.67 GB/s, tuning took 0.888599 seconds at Mon Jul 11 18:25:35 2022
     32x64x16x16	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,dagger,nFace=1,device-remote	256	1	1	64	1	1	0	-1	-1	-1	-1	4.48233e-05	# 35.09 Gflop/s, 842.17 GB/s, tuning took 1.403999 seconds at Mon Jul 11 18:25:44 2022
     32x64x16x16	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,dagger,nFace=1,host-device	224	1	1	4	1	1	0	-1	-1	-1	-1	0.00024535	# 6.41 Gflop/s, 153.86 GB/s, tuning took 0.181544 seconds at Mon Jul 11 18:25:36 2022
     32x64x16x16	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,dagger,nFace=1,host-remote	224	1	1	4	1	1	0	-1	-1	-1	-1	0.000245146	# 6.42 Gflop/s, 153.98 GB/s, tuning took 0.177278 seconds at Mon Jul 11 18:25:44 2022
     32x64x16x16	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,nFace=1,device-device	224	1	1	205	1	1	0	-1	-1	-1	-1	1.33421e-05	# 117.89 Gflop/s, 2829.29 GB/s, tuning took 0.884742 seconds at Mon Jul 11 18:26:06 2022
     32x64x16x16	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,nFace=1,device-remote	512	1	1	64	1	1	0	-1	-1	-1	-1	4.51025e-05	# 34.87 Gflop/s, 836.95 GB/s, tuning took 1.405819 seconds at Mon Jul 11 18:26:15 2022
     32x64x16x16	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,nFace=1,host-device	320	1	1	4	1	1	0	-1	-1	-1	-1	0.00024535	# 6.41 Gflop/s, 153.86 GB/s, tuning took 0.181716 seconds at Mon Jul 11 18:26:08 2022
     32x64x16x16	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,nFace=1,host-remote	224	1	1	4	1	1	0	-1	-1	-1	-1	0.00024535	# 6.41 Gflop/s, 153.86 GB/s, tuning took 0.177821 seconds at Mon Jul 11 18:26:15 2022
     32x64x16x16	N4quda4PackIfLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,dagger,nFace=1,device-device	608	1	1	108	1	1	0	-1	-1	-1	-1	8.87118e-06	# 177.30 Gflop/s, 2127.60 GB/s, tuning took 0.524926 seconds at Mon Jul 11 18:27:20 2022
     32x64x16x16	N4quda4PackIfLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,dagger,nFace=1,device-remote	768	1	1	16	1	1	0	-1	-1	-1	-1	2.52227e-05	# 62.36 Gflop/s, 748.31 GB/s, tuning took 0.855411 seconds at Mon Jul 11 18:27:26 2022
     32x64x16x16	N4quda4PackIfLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,dagger,nFace=1,host-device	320	1	1	4	1	1	0	-1	-1	-1	-1	0.000125696	# 12.51 Gflop/s, 150.16 GB/s, tuning took 0.100707 seconds at Mon Jul 11 18:27:21 2022
