tunecache	1.1.0	1.1.0-bbf27d48a-sm_80	cpu_arch=x86_64,gpu_arch=sm_80,cuda_version=11.5.50	# Last updated Fri Jul 29 15:16:32 2022

          volume	name	aux	block.x	block.y	block.z	grid.x	grid.y	grid.z	shared_bytes	aux.x	aux.y	aux.z	aux.w	time	comment
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeUV,tile_size=3x2x1,dim=1,dir=back,nFace=1,GPU-device	32	1	6	16384	2	2	0	1	1	1	1	0.00191249	# 3789.70 Gflop/s, 1579.04 GB/s, tuning took 3.744630 seconds at Mon Jul 11 18:30:46 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeUV,tile_size=3x2x1,dim=1,dir=fwd,nFace=1,GPU-device	32	1	4	16384	2	3	0	1	1	1	1	0.00196574	# 3687.04 Gflop/s, 1536.27 GB/s, tuning took 3.881756 seconds at Mon Jul 11 18:29:27 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeUV,tile_size=3x2x1,dim=2,dir=back,nFace=1,GPU-device	32	1	6	16384	2	2	0	1	1	1	1	0.00191625	# 3782.27 Gflop/s, 1575.95 GB/s, tuning took 3.707116 seconds at Mon Jul 11 18:31:06 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeUV,tile_size=3x2x1,dim=2,dir=fwd,nFace=1,GPU-device	32	1	6	16384	2	2	0	1	1	1	1	0.00195755	# 3702.47 Gflop/s, 1542.70 GB/s, tuning took 3.831175 seconds at Mon Jul 11 18:29:47 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeUV,tile_size=3x2x1,dim=3,dir=back,nFace=1,GPU-device	32	1	6	16384	2	2	0	1	1	1	1	0.00191898	# 3776.89 Gflop/s, 1573.70 GB/s, tuning took 3.711394 seconds at Mon Jul 11 18:31:25 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeUV,tile_size=3x2x1,dim=3,dir=fwd,nFace=1,GPU-device	32	1	6	16384	2	2	0	1	1	1	1	0.00196062	# 3696.67 Gflop/s, 1540.28 GB/s, tuning took 3.833178 seconds at Mon Jul 11 18:30:07 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=0,dir=back,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	128	1	1	4096	2	4	16384	4	1	1	0	0.0284474	# 4076.44 Gflop/s, 2048.84 GB/s, tuning took 13.136487 seconds at Mon Jul 11 18:30:39 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=0,dir=fwd,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	128	1	1	4096	2	4	16384	4	1	1	0	0.0280006	# 4141.49 Gflop/s, 2081.53 GB/s, tuning took 12.989390 seconds at Mon Jul 11 18:29:20 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=1,dir=back,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	128	1	1	4096	2	4	16385	4	1	1	0	0.0277985	# 4171.59 Gflop/s, 2096.66 GB/s, tuning took 13.044429 seconds at Mon Jul 11 18:30:59 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=1,dir=fwd,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	128	1	1	4096	2	4	16385	4	1	1	0	0.027633	# 4196.58 Gflop/s, 2109.22 GB/s, tuning took 12.939524 seconds at Mon Jul 11 18:29:40 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=2,dir=back,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	128	1	1	4096	2	4	16385	4	1	1	0	0.0274237	# 4228.60 Gflop/s, 2125.31 GB/s, tuning took 12.829318 seconds at Mon Jul 11 18:31:18 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=2,dir=fwd,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	128	1	1	4096	2	4	16384	4	1	1	0	0.0269913	# 4296.36 Gflop/s, 2159.37 GB/s, tuning took 12.718374 seconds at Mon Jul 11 18:30:00 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=3,dir=back,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	128	1	1	4096	2	4	16384	4	1	1	0	0.0269633	# 4300.82 Gflop/s, 2161.61 GB/s, tuning took 12.862547 seconds at Mon Jul 11 18:31:38 2022
     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=3,dir=fwd,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	128	1	1	4096	2	4	16385	4	1	1	0	0.0265878	# 4361.55 Gflop/s, 2192.13 GB/s, tuning took 12.696980 seconds at Mon Jul 11 18:30:19 2022
     64x64x16x16	N4quda10CopyCloverINS_6clover11FloatNOrderIdLi72ELi2ELb0ELb1ELb0EEENS2_IfLi72ELi4ELb0ELb1ELb0EEEdfEE	GPU-offline,vol=1048576precision=4Nc=3	32	2	1	16384	1	1	1891	-1	-1	-1	-1	0.000552277	# 0.00 Gflop/s, 1275.89 GB/s, tuning took 0.544707 seconds at Mon Jul 11 18:26:50 2022
     64x64x16x16	N4quda10CopyCloverINS_6clover11FloatNOrderIdLi72ELi2ELb0ELb1ELb0EEENS2_IsLi72ELi8ELb0ELb1ELb0EEEdsEE	GPU-offline,vol=1048576precision=2Nc=3	1024	1	1	512	2	1	24577	-1	-1	-1	-1	0.000448171	# 0.00 Gflop/s, 1310.22 GB/s, tuning took 0.487807 seconds at Mon Jul 11 18:25:02 2022
     64x64x16x16	N4quda10CopyCloverINS_6clover11FloatNOrderIfLi72ELi4ELb0ELb1ELb0EEENS2_IdLi72ELi2ELb0ELb1ELb0EEEfdEE	GPU-offline,vol=1048576precision=8Nc=3	32	2	1	16384	1	1	0	-1	-1	-1	-1	0.000511317	# 0.00 Gflop/s, 1378.09 GB/s, tuning took 0.473205 seconds at Mon Jul 11 18:22:53 2022
     64x64x16x16	N4quda10CopyCloverINS_6clover11FloatNOrderIsLi72ELi8ELb0ELb1ELb0EEENS2_IdLi72ELi2ELb0ELb1ELb0EEEsdEE	GPU-offline,vol=1048576precision=8Nc=3	32	1	1	16384	2	1	0	-1	-1	-1	-1	0.000419157	# 0.00 Gflop/s, 1400.91 GB/s, tuning took 0.436953 seconds at Mon Jul 11 18:22:55 2022
     64x64x16x16	N4quda10CopyCloverINS_6clover11FloatNOrderIsLi72ELi8ELb0ELb1ELb0EEENS2_IfLi72ELi4ELb0ELb1ELb0EEEsfEE	GPU-offline,vol=1048576precision=4Nc=3	128	1	1	4096	2	1	3511	-1	-1	-1	-1	0.000259328	# 0.00 Gflop/s, 1358.59 GB/s, tuning took 0.299325 seconds at Mon Jul 11 18:22:57 2022
     64x64x16x16	N4quda11CopyGaugeExIddLi18ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEES5_EE	GPU-offline,vol=1048576stride=524288precision=8geometry=4Nc=3vol=1638400stride=819200precision=8geometry=4Nc=3r=0022	352	1	1	1490	2	1	0	-1	-1	-1	-1	0.000892928	# 0.00 Gflop/s, 1352.81 GB/s, tuning took 0.928221 seconds at Mon Jul 11 18:37:00 2022
     64x64x16x16	N4quda11CopyGaugeExIddLi18ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEES5_EE	GPU-offline,vol=1048576stride=557056precision=8geometry=4Nc=3vol=1327104stride=663552precision=8geometry=4Nc=3r=0011	32	1	1	16384	2	1	0	-1	-1	-1	-1	0.000887467	# 0.00 Gflop/s, 1403.67 GB/s, tuning took 0.927507 seconds at Mon Jul 11 18:22:41 2022
     64x64x16x16	N4quda11SpinorNoiseIfLi4ELi3EL16QudaFieldOrder_s4EEE	GPU-offline,vol=1048576,parity=2,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1,uniform	64	1	1	8192	2	1	1821	-1	-1	-1	-1	0.000168448	# 0.00 Gflop/s, 597.59 GB/s, tuning took 0.264576 seconds at Mon Jul 11 18:26:51 2022
     64x64x16x16	N4quda12ExtractGhostIdLi3ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEEEE	GPU-offline,vol=1048576stride=557056precision=8geometry=4Nc=3,extract	64	1	8	1024	1	1	0	-1	-1	-1	-1	4.64058e-05	# 0.00 Gflop/s, 1016.81 GB/s, tuning took 0.109432 seconds at Mon Jul 11 18:22:37 2022
     64x64x16x16	N4quda13ComputeCloverIdEE	GPU-offline,vol=1048576precision=8Nc=3	32	2	1	16384	1	1	0	-1	-1	-1	-1	0.000920235	# 546.94 Gflop/s, 1494.98 GB/s, tuning took 0.075502 seconds at Mon Jul 11 18:22:52 2022
     64x64x16x16	N4quda15CopyColorSpinorILi4ELi3ENS_11colorspinor11FloatNOrderIfLi4ELi3ELi4ELb0ELb0EEENS2_IsLi4ELi3ELi8ELb0ELb0EEESt5tupleIJRNS_16ColorSpinorFieldERKS6_19QudaFieldLocation_sPfPKsEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1vol=1048576,parity=2,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1,NonRelBasis	512	2	1	1024	1	1	0	-1	-1	-1	-1	0.000124814	# 0.00 Gflop/s, 1243.36 GB/s, tuning took 0.037103 seconds at Mon Jul 11 18:26:52 2022
     64x64x16x16	N4quda15CopyColorSpinorILi4ELi3ENS_11colorspinor11FloatNOrderIsLi4ELi3ELi8ELb0ELb0EEENS2_IfLi4ELi3ELi4ELb0ELb0EEESt5tupleIJRNS_16ColorSpinorFieldERKS6_19QudaFieldLocation_sPsPKfEEEE	GPU-offline,vol=1048576,parity=2,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1vol=1048576,parity=2,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1,RelBasis	32	1	1	16384	2	1	0	-1	-1	-1	-1	0.000117077	# 0.00 Gflop/s, 1325.53 GB/s, tuning took 0.029834 seconds at Mon Jul 11 18:26:51 2022
     64x64x16x16	N4quda4blas3ax_IfEE	GPU-offline,vol=1048576,parity=2,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1	256	1	1	216	2	1	0	-1	-1	-1	-1	8.4992e-05	# 296.10 Gflop/s, 1283.08 GB/s, tuning took 0.024448 seconds at Mon Jul 11 18:28:09 2022
     64x64x16x16	N4quda4blas4CdotIdfEE	GPU-offline,nParity=2,vol=1048576,parity=2,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1	576	1	1	192	1	1	0	-1	-1	-1	-1	9.20669e-05	# 1093.37 Gflop/s, 1184.49 GB/s, tuning took 0.774867 seconds at Mon Jul 11 18:28:09 2022
     64x64x16x16	N4quda4blas5Norm2IdfEE	GPU-offline,nParity=2,vol=1048576,parity=2,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1	320	1	1	192	1	1	0	-1	-1	-1	-1	5.1968e-05	# 968.51 Gflop/s, 1049.22 GB/s, tuning took 0.443244 seconds at Mon Jul 11 18:28:09 2022
     64x64x16x16	N4quda4blas6caxpy_IfEE	GPU-offline,vol=1048576,parity=2,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1	512	1	1	216	2	1	0	-1	-1	-1	-1	0.00012736	# 790.38 Gflop/s, 1284.37 GB/s, tuning took 0.031108 seconds at Mon Jul 11 18:28:09 2022
     64x64x16x16	N4quda7RNGInitE	GPU-offline,vol=1048576,parity=2,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1	320	2	1	1639	1	1	0	-1	-1	-1	-1	0.00943923	# 0.00 Gflop/s, 0.00 GB/s, tuning took 1.320530 seconds at Mon Jul 11 18:26:51 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi10ELb0ENS_5gauge8QDPOrderIdLi10EEENS2_11FloatNOrderIdLi10ELi2ELi10EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEEEEEE	GPU-offline,vol=1048576stride=524288precision=8geometry=4Nc=3,vol=1048576stride=524288precision=8geometry=4Nc=3	32	1	1	16384	1	8	0	-1	-1	-1	-1	0.000489131	# 0.00 Gflop/s, 1372.00 GB/s, tuning took 0.855042 seconds at Mon Jul 11 18:37:58 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS2_8QDPOrderIdLi18EEEEEEE	GPU-offline,vol=1048576stride=524288precision=8geometry=4Nc=3,vol=1048576stride=524288precision=8geometry=4Nc=3	64	1	1	8192	1	8	3781	-1	-1	-1	-1	0.000885419	# 0.00 Gflop/s, 1364.28 GB/s, tuning took 1.476622 seconds at Mon Jul 11 18:36:59 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS2_8QDPOrderIdLi18EEEEEEE	GPU-offline,vol=1048576stride=524288precision=8geometry=4Nc=3,vol=1048576stride=557056precision=8geometry=4Nc=3	64	1	1	8192	1	8	3781	-1	-1	-1	-1	0.000874496	# 0.00 Gflop/s, 1424.49 GB/s, tuning took 1.468535 seconds at Mon Jul 11 18:22:37 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIddLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEES6_EEEE	GPU-offline,vol=1048576stride=557056precision=8geometry=4Nc=3,vol=1048576stride=557056precision=8geometry=4Nc=3,ghost	224	1	1	147	1	8	0	-1	-1	-1	-1	3.43923e-05	# 0.00 Gflop/s, 1457.74 GB/s, tuning took 0.080265 seconds at Mon Jul 11 18:22:37 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIdfLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IfLi18ELi2ELi18ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=1048576stride=557056precision=4geometry=4Nc=3,vol=1048576stride=557056precision=8geometry=4Nc=3	64	1	1	8192	1	8	2458	-1	-1	-1	-1	0.000705195	# 0.00 Gflop/s, 1365.00 GB/s, tuning took 1.173842 seconds at Mon Jul 11 18:26:49 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIdfLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IfLi18ELi2ELi18ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=1048576stride=557056precision=4geometry=4Nc=3,vol=1048576stride=557056precision=8geometry=4Nc=3,ghost	160	1	2	205	1	4	0	-1	-1	-1	-1	1.83918e-05	# 0.00 Gflop/s, 2044.45 GB/s, tuning took 0.058463 seconds at Mon Jul 11 18:26:49 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIdsLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IsLi18ELi2ELi18ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=1048576stride=557056precision=2geometry=4Nc=3,vol=1048576stride=557056precision=8geometry=4Nc=3	128	1	1	4096	1	8	7022	-1	-1	-1	-1	0.000592896	# 0.00 Gflop/s, 1352.95 GB/s, tuning took 1.044204 seconds at Mon Jul 11 18:25:02 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIdsLi18ELb0ENS_5gauge11FloatNOrderIdLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IsLi18ELi2ELi18ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=1048576stride=557056precision=2geometry=4Nc=3,vol=1048576stride=557056precision=8geometry=4Nc=3,ghost	64	1	1	512	1	8	1695	-1	-1	-1	-1	1.4608e-05	# 0.00 Gflop/s, 2145.02 GB/s, tuning took 0.051015 seconds at Mon Jul 11 18:25:02 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIfdLi18ELb0ENS_5gauge11FloatNOrderIfLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IdLi18ELi2ELi18ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=1048576stride=557056precision=8geometry=4Nc=3,vol=1048576stride=557056precision=4geometry=4Nc=3	32	1	2	16384	1	4	0	-1	-1	-1	-1	0.000654336	# 0.00 Gflop/s, 1471.10 GB/s, tuning took 1.193561 seconds at Mon Jul 11 18:22:38 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIfdLi18ELb0ENS_5gauge11FloatNOrderIfLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IdLi18ELi2ELi18ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=1048576stride=557056precision=8geometry=4Nc=3,vol=1048576stride=557056precision=4geometry=4Nc=3,ghost	256	1	1	128	1	8	0	-1	-1	-1	-1	1.81107e-05	# 0.00 Gflop/s, 2076.19 GB/s, tuning took 0.059070 seconds at Mon Jul 11 18:22:38 2022
     64x64x16x16	N4quda9CopyGaugeINS_12CopyGaugeArgIsdLi18ELb0ENS_5gauge11FloatNOrderIsLi18ELi2ELi18EL20QudaStaggeredPhase_s0ELb1EL19QudaGhostExchange_sn2147483648ELb0EEENS3_IdLi18ELi2ELi18ELS4_0ELb1ELS5_n2147483648ELb0EEEEEEE	GPU-offline,vol=1048576stride=557056precision=8geometry=4Nc=3,vol=1048576stride=557056precision=2geometry=4Nc=3	32	1	1	16384	1	8	0	-1	-1	-1	-1	0.000539989	# 0.00 Gflop/s, 1485.51 GB/s, tuning took 1.053962 seconds at Mon Jul 11 18:22:39 2022
