profile	1.1.0	1.1.0-bbf27d48a-sm_80	cpu_arch=x86_64,gpu_arch=sm_80,cuda_version=11.5.50	# Last updated Fri Jul 29 21:33:24 2022

  total time	     percent	cum. percent	       calls	 time / call	          volume	name	aux	comment
     5.04214	    0.321293	     88.1497	         187	   0.0269633	     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=3,dir=back,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	# 4300.82 Gflop/s, 2161.61 GB/s, tuning took 12.862547 seconds at Mon Jul 11 18:31:38 2022
     4.99708	    0.318421	     88.4681	      109774	 4.55215e-05	     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,dagger,parity=1	# 2107.68 Gflop/s, 915.63 GB/s, tuning took 0.089491 seconds at Mon Jul 11 18:25:04 2022
     4.97192	    0.316818	     88.7849	         187	   0.0265878	     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeVUV,tile_size=4x2x1,dim=3,dir=fwd,nFace=1,bidirectional,GPU-device,coarse_vol=16x16x4x4	# 4361.55 Gflop/s, 2192.13 GB/s, tuning took 12.696980 seconds at Mon Jul 11 18:30:19 2022
     4.85224	    0.309192	     89.0941	         463	     0.01048	 bytes=100663296	cudaMemcpyDefault	copy,color_spinor_field.cpp,543	# 0.00 Gflop/s, 9.61 GB/s, tuning took 0.073497 seconds at Mon Jul 11 18:26:40 2022
     4.78801	    0.305099	     89.3992	       26392	 0.000181419	     32x64x16x16	N4quda4blas15tripleCGUpdate_IfEE	GPU-offline,vol=524288,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1	# 416.15 Gflop/s, 1306.25 GB/s, tuning took 0.022513 seconds at Mon Jul 11 18:27:53 2022
     4.61751	    0.294235	     89.6934	       10805	 0.000427349	     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1	# 2138.38 Gflop/s, 1818.17 GB/s, tuning took 0.531194 seconds at Mon Jul 11 18:27:12 2022
     4.26064	    0.271495	     89.9649	      383548	 1.11085e-05	        8x16x4x4	N4quda10CopySpinorIffLi2ELi24ENS_11colorspinor12FieldOrderCBIfLi2ELi24ELi1EL16QudaFieldOrder_s2EffLb0ELb0EEES4_EE	GPU-offline,vol=2048,parity=1,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	# 0.00 Gflop/s, 141.59 GB/s, tuning took 0.010938 seconds at Mon Jul 11 18:32:08 2022
      3.9576	    0.252184	     90.2171	        7704	 0.000513707	16x16x4x4,32x64x16x16	N4quda16ProlongateLaunchIfsLi4ELi3ELi2ELi24EEE	GPU-offline,vol=4096,parity=2,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1,vol=524288,parity=1,precision=4,order=2,Ns=4,Nc=3,TwistFlavor=1	# 2351.46 Gflop/s, 1284.93 GB/s, tuning took 0.739382 seconds at Mon Jul 11 18:33:05 2022
     3.68172	    0.234605	     90.4517	       29592	 0.000124416	     32x64x16x16	N4quda11TwistCloverIsLi3EEE	GPU-offline,vol=524288,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1,inverse	# 4449.98 Gflop/s, 910.22 GB/s, tuning took 0.137682 seconds at Mon Jul 11 18:27:47 2022
     3.55489	    0.226523	     90.6782	         463	  0.00767795	 bytes=100663296	cudaMemcpyDefault	copy,color_spinor_field.cpp,498	# 0.00 Gflop/s, 13.11 GB/s, tuning took 0.055095 seconds at Mon Jul 11 18:25:02 2022
       3.479	    0.221687	     90.8999	        7704	 0.000451584	     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIfLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1	# 2183.84 Gflop/s, 1804.19 GB/s, tuning took 0.570480 seconds at Mon Jul 11 18:33:12 2022
     3.38224	    0.215521	     91.1155	        3647	 0.000927403	     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,parity=1	# 1063.38 Gflop/s, 1757.04 GB/s, tuning took 1.028341 seconds at Mon Jul 11 18:26:22 2022
      3.0371	    0.193529	      91.309	        6680	 0.000454656	   32x64x16x16x2	N4quda4blas11axpbyzNorm2IddEE	GPU-offline,nParity=1,vol=1048576,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=2	# 221.41 Gflop/s, 1328.43 GB/s, tuning took 2.940343 seconds at Mon Jul 11 18:24:23 2022
     3.03004	    0.193079	     91.5021	       91047	   3.328e-05	   32x64x16x16x2	N4quda31NdegTwistedCloverPreconditionedINS_34NdegTwistedCloverPreconditionedArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,dagger,parity=1	# 708.92 Gflop/s, 653.78 GB/s, tuning took 0.036916 seconds at Mon Jul 11 18:24:27 2022
     2.97518	    0.189583	     91.6916	        3647	 0.000815787	     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,parity=1	# 1089.34 Gflop/s, 1904.90 GB/s, tuning took 0.819792 seconds at Mon Jul 11 18:26:07 2022
     2.93531	    0.187042	     91.8787	       91047	 3.22395e-05	   32x64x16x16x2	N4quda31NdegTwistedCloverPreconditionedINS_34NdegTwistedCloverPreconditionedArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,dagger,parity=1	# 731.80 Gflop/s, 674.89 GB/s, tuning took 0.036360 seconds at Mon Jul 11 18:24:27 2022
     2.82859	    0.180242	     92.0589	       60408	 4.68247e-05	     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	# 2116.20 Gflop/s, 890.15 GB/s, tuning took 0.089996 seconds at Mon Jul 11 18:27:40 2022
     2.56753	    0.163607	     92.2225	      778637	 3.29747e-06	        8x16x4x4	N4quda4blas7axpbyz_IfEE	GPU-offline,vol=2048,parity=1,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	# 178.87 Gflop/s, 715.49 GB/s, tuning took 0.008437 seconds at Mon Jul 11 18:32:06 2022
     2.56023	    0.163142	     92.3857	         647	  0.00395708	     64x64x18x18	N4quda5FmunuIdLi3EL21QudaReconstructType_s18EEE	GPU-offline,vol=1327104stride=663552precision=8geometry=4Nc=3r=0011,comm=0011	# 3920.75 Gflop/s, 3892.14 GB/s, tuning took 10.019352 seconds at Mon Jul 11 18:22:52 2022
     2.52967	    0.161194	     92.5469	      190460	 1.32819e-05	   32x64x16x16x2	N4quda4PackIfLi3ELb1EEE	policy_kernel,vol=1048576,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=2,comm=0011,topo=1148,order=0123,dagger,nFace=1,device-device	# 236.84 Gflop/s, 2842.12 GB/s, tuning took 1.225908 seconds at Mon Jul 11 18:23:01 2022
     2.46575	    0.157121	      92.704	      190460	 1.29463e-05	   32x64x16x16x2	N4quda4PackIfLi3ELb1EEE	policy_kernel,vol=1048576,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=2,comm=0011,topo=1148,order=0123,nFace=1,device-device	# 242.98 Gflop/s, 2915.80 GB/s, tuning took 1.208416 seconds at Mon Jul 11 18:23:17 2022
     2.38047	    0.151687	     92.8557	        7704	 0.000308992	     32x64x16x16	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=524288,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1,Nxz=4,Nyw=5,max_nyw_tile=8	# 3257.80 Gflop/s, 2205.80 GB/s, tuning took 1.670596 seconds at Mon Jul 11 18:33:10 2022
       2.367	    0.150829	     93.0065	        2402	 0.000985429	   32x64x16x16x2	N4quda4blas16multi_axpyBzpcx_IdEE	GPU-offline,vol=1048576,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=2,vol=1048576,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=2,Nxz=1,Nyw=2	# 255.38 Gflop/s, 1430.12 GB/s, tuning took 0.096543 seconds at Tue Jul 12 12:24:16 2022
     2.31702	    0.147644	     93.1542	        2503	 0.000925696	     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIdLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1	# 1065.35 Gflop/s, 1760.28 GB/s, tuning took 1.023697 seconds at Mon Jul 11 18:25:51 2022
     2.21361	    0.141055	     93.2952	      281180	 7.87259e-06	     32x64x16x16	N4quda4PackIsLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,nFace=1,device-device	# 199.79 Gflop/s, 1331.93 GB/s, tuning took 0.543853 seconds at Mon Jul 11 18:25:19 2022
      2.0536	    0.130858	     93.4261	       17765	 0.000115598	     32x64x16x16	N4quda4blas7axpbyz_IfEE	GPU-offline,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1	# 326.55 Gflop/s, 1306.20 GB/s, tuning took 0.024389 seconds at Mon Jul 11 18:27:53 2022
     2.04021	    0.130005	     93.5561	        2503	 0.000815104	     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,dagger,parity=1	# 1090.25 Gflop/s, 1906.49 GB/s, tuning took 0.818320 seconds at Mon Jul 11 18:25:36 2022
     1.83321	    0.116815	     93.6729	      182094	 1.00674e-05	   32x64x16x16x2	N4quda4PackIsLi3ELb1EEE	policy_kernel,vol=1048576,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=2,comm=0011,topo=1148,order=0123,dagger,nFace=1,device-device	# 312.47 Gflop/s, 2083.11 GB/s, tuning took 1.037634 seconds at Mon Jul 11 18:24:26 2022
     1.78712	    0.113878	     93.7868	      182094	 9.81429e-06	   32x64x16x16x2	N4quda4PackIsLi3ELb1EEE	policy_kernel,vol=1048576,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=2,comm=0011,topo=1148,order=0123,nFace=1,device-device	# 320.53 Gflop/s, 2136.83 GB/s, tuning took 0.967245 seconds at Mon Jul 11 18:24:39 2022
     1.74697	     0.11132	     93.8981	      219548	 7.95714e-06	     32x64x16x16	N4quda4PackIsLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,dagger,nFace=1,device-device	# 197.67 Gflop/s, 1317.78 GB/s, tuning took 0.544265 seconds at Mon Jul 11 18:25:04 2022
     1.73335	    0.110452	     94.0085	       91047	  1.9038e-05	   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	# 2808.97 Gflop/s, 2285.73 GB/s, tuning took 0.028338 seconds at Mon Jul 11 18:24:47 2022
     1.70377	    0.108567	     94.1171	       91047	 1.87131e-05	   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIsLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1	# 2857.75 Gflop/s, 2325.43 GB/s, tuning took 0.028327 seconds at Mon Jul 11 18:24:34 2022
     1.45786	   0.0928969	       94.21	       95230	 1.53088e-05	   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1	# 1746.62 Gflop/s, 2671.30 GB/s, tuning took 0.022904 seconds at Mon Jul 11 18:23:10 2022
     1.34306	   0.0855817	     94.2956	       95230	 1.41033e-05	   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_z,commDim=0011,xpay,dagger,parity=1	# 1895.92 Gflop/s, 2899.64 GB/s, tuning took 0.022110 seconds at Mon Jul 11 18:23:10 2022
     1.33919	   0.0853352	     94.3809	       74772	 1.79103e-05	        8x16x4x4	N4quda4blas9multiCdotIdfEE	policy_kernel,GPU-offline,nParity=1,vol=2048,parity=1,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1,Nxz=4,Nyw=5,max_nyw_tile=8	# 878.19 Gflop/s, 1097.73 GB/s, tuning took 0.106566 seconds at Mon Jul 11 18:33:04 2022
     1.27161	   0.0810288	     94.4619	         187	  0.00680004	     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeTmcAV,Dynamic,GPU-device	# 4263.36 Gflop/s, 1006.63 GB/s, tuning took 19.627540 seconds at Mon Jul 11 18:29:00 2022
     1.26222	   0.0804308	     94.5424	        7704	  0.00016384	     32x64x16x16	N4quda4blas11multicaxpy_IfEE	GPU-offline,vol=524288,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1,Nxz=4,Nyw=1	# 1228.80 Gflop/s, 1280.00 GB/s, tuning took 0.031188 seconds at Mon Jul 11 18:33:12 2022
     1.24983	   0.0796409	      94.622	        7704	 0.000162231	     32x64x16x16	N4quda4blas13cabxpyzaxnormIdfEE	GPU-offline,nParity=1,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1	# 775.62 Gflop/s, 1240.99 GB/s, tuning took 0.954653 seconds at Mon Jul 11 18:33:23 2022
     1.24688	   0.0794534	     94.7015	        3101	 0.000402091	     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,dagger,parity=1	# 2210.12 Gflop/s, 1932.39 GB/s, tuning took 0.506007 seconds at Mon Jul 11 18:27:21 2022
     1.19667	   0.0762538	     94.7777	         374	  0.00319966	       16x16x4x4	N4quda9CopyGaugeINS_12CopyGaugeArgIffLi4608ELb1ENS_5gauge10FieldOrderIfLi48ELi1EL21QudaGaugeFieldOrder_s13ELb1EsEENS3_IfLi48ELi1ELS4_2ELb1EsEEEEEE	GPU-offline,vol=4096stride=3072precision=2geometry=8Nc=48,vol=4096stride=3072precision=2geometry=8Nc=48,fine-grained	# 0.00 Gflop/s, 283.15 GB/s, tuning took 15.071491 seconds at Mon Jul 11 18:31:57 2022
     1.18563	   0.0755502	     94.8533	         187	  0.00634027	     64x64x16x16	N4quda10CalculateYILb0EL19QudaFieldLocation_s2ENS_13CalculateYArgILb0EfLi4ELi2ELi3ELi24ENS_5gauge10FieldOrderIfLi48ELi2EL21QudaGaugeFieldOrder_s2ELb1EsEENS4_IfLi48ELi2ELS5_2ELb1EiEENS4_IfLi3ELi1ELS5_2ELb1EfEENS_11colorspinor12FieldOrderCBIfLi4ELi3ELi24EL16QudaFieldOrder_s2EssLb0ELb0EEESC_SC_NS_6clover10FieldOrderIfLi3ELi4EL22QudaCloverFieldOrder_s4EEEEEEE	GPU-offline,vol=1048576,parity=2,precision=2,order=2,Ns=4,Nc=72,TwistFlavor=1,comm=0011,computeTmcAV,compute_max,Dynamic,GPU-device	# 4572.53 Gflop/s, 1270.15 GB/s, tuning took 18.692447 seconds at Mon Jul 11 18:28:40 2022
      1.1469	    0.073082	     94.9264	        6680	 0.000171691	   32x64x16x16x2	N4quda31NdegTwistedCloverPreconditionedINS_34NdegTwistedCloverPreconditionedArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,dagger,parity=1	# 274.83 Gflop/s, 952.75 GB/s, tuning took 0.088927 seconds at Mon Jul 11 18:23:40 2022
     1.13829	   0.0725337	     94.9989	       74772	 1.52235e-05	8x16x4x4,4x4x2x2	N4quda14RestrictLaunchIfsLi2ELi24ELi2ELi32EEE	GPU-offline,vol=2048,parity=1,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1,vol=64,parity=2,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1	# 1653.09 Gflop/s, 881.43 GB/s, tuning took 0.151001 seconds at Mon Jul 11 18:33:03 2022
     1.13528	   0.0723418	     95.0712	        3264	 0.000347819	   32x64x16x16x2	N4quda4blas11multicaxpy_IdEE	GPU-offline,vol=1048576,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=2,vol=1048576,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=2,Nxz=1,Nyw=1	# 289.41 Gflop/s, 1314.42 GB/s, tuning took 0.040365 seconds at Mon Jul 11 18:24:53 2022
     1.12622	   0.0717643	      95.143	        3101	 0.000363179	     32x64x16x16	N4quda6WilsonINS_9WilsonArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=interior,comm=0011,commDim=0011,xpay,dagger,parity=1	# 1918.56 Gflop/s, 1827.61 GB/s, tuning took 0.558272 seconds at Mon Jul 11 18:27:30 2022
     1.08969	   0.0694368	     95.2124	        8556	  0.00012736	     64x64x16x16	N4quda4blas6caxpy_IfEE	GPU-offline,vol=1048576,parity=2,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1	# 790.38 Gflop/s, 1284.37 GB/s, tuning took 0.031108 seconds at Mon Jul 11 18:28:09 2022
     1.08402	   0.0690756	     95.2815	       24131	 4.49224e-05	     32x64x16x16	N4quda15CopyColorSpinorILi4ELi3ENS_11colorspinor11FloatNOrderIsLi4ELi3ELi8ELb0ELb0EEES3_St5tupleIJRNS_16ColorSpinorFieldERKS5_19QudaFieldLocation_sPsPKsEEEE	GPU-offline,vol=524288,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1vol=524288,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1,PreserveBasis	# 0.00 Gflop/s, 1213.78 GB/s, tuning took 0.015873 seconds at Mon Jul 11 18:25:03 2022
      1.0688	   0.0681057	     95.3496	        5647	 0.000189269	     32x64x16x16	N4quda4blas11multicaxpy_IfEE	GPU-offline,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1,Nxz=3,Nyw=1	# 797.78 Gflop/s, 1329.63 GB/s, tuning took 0.034451 seconds at Mon Jul 11 18:33:26 2022
      1.0569	   0.0673473	      95.417	      224316	 4.71166e-06	         2x4x2x2	N4quda12DslashCoarseIfssLi2ELi32ELb0ELb1ELb0ELNS_10DslashTypeE2EEE	policy_kernel,GPU-offline,vol=32,parity=1,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,comm=0011,full,halo=00002222	# 221.68 Gflop/s, 118.23 GB/s, tuning took 0.058461 seconds at Mon Jul 11 18:33:03 2022
     1.04346	    0.066491	     95.4835	        7633	 0.000136704	 bytes=201326592	cudaMemsetAsync	zero,color_spinor_field.cpp,465	# 0.00 Gflop/s, 1472.72 GB/s, tuning took 0.001684 seconds at Mon Jul 11 18:22:57 2022
     1.03806	   0.0661468	     95.5496	       80182	 1.29463e-05	     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIsLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	# 2065.36 Gflop/s, 1680.63 GB/s, tuning took 0.040394 seconds at Mon Jul 11 18:25:27 2022
     0.93391	   0.0595102	     95.6091	       74772	 1.24901e-05	        8x16x4x4	N4quda4blas10CdotNormABIdfEE	GPU-offline,nParity=1,vol=2048,parity=1,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	# 125.93 Gflop/s, 125.93 GB/s, tuning took 0.076692 seconds at Mon Jul 11 18:33:04 2022
    0.931099	   0.0593311	     95.6684	        5333	 0.000174592	     32x64x16x16	N4quda11TwistCloverIfLi3EEE	GPU-offline,vol=524288,parity=1,precision=4,order=4,Ns=4,Nc=3,TwistFlavor=1,inverse	# 3171.10 Gflop/s, 1249.22 GB/s, tuning took 0.177210 seconds at Mon Jul 11 18:26:52 2022
    0.910871	   0.0580421	     95.7265	       76800	 1.18603e-05	        8x16x4x4	N4quda4blas18tripleCGReduction_IdfEE	GPU-offline,nParity=1,vol=2048,parity=1,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	# 99.46 Gflop/s, 198.92 GB/s, tuning took 0.076798 seconds at Mon Jul 11 18:32:08 2022
    0.894791	   0.0570175	     95.7835	        3647	  0.00024535	     32x64x16x16	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1,comm=0011,topo=1148,order=0123,nFace=1,host-device	# 6.41 Gflop/s, 153.86 GB/s, tuning took 0.181716 seconds at Mon Jul 11 18:26:08 2022
    0.864478	   0.0550858	     95.8386	        4609	 0.000187563	   32x64x16x16x2	N4quda15CopyColorSpinorILi4ELi3ENS_11colorspinor11FloatNOrderIsLi4ELi3ELi8ELb0ELb0EEENS2_IdLi4ELi3ELi2ELb0ELb0EEESt5tupleIJRNS_16ColorSpinorFieldERKS6_19QudaFieldLocation_sPsPKdEEEE	GPU-offline,vol=1048576,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=2vol=1048576,parity=1,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=2,PreserveBasis	# 0.00 Gflop/s, 1364.09 GB/s, tuning took 0.032280 seconds at Mon Jul 11 18:24:24 2022
    0.852968	   0.0543524	     95.8929	        3647	 0.000233882	     32x64x16x16	N4quda4blas11axpbyzNorm2IddEE	GPU-offline,nParity=1,vol=524288,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=1	# 215.20 Gflop/s, 1291.21 GB/s, tuning took 1.513042 seconds at Mon Jul 11 18:26:38 2022
    0.813407	   0.0518315	     95.9448	       74772	 1.08785e-05	        8x16x4x4	N4quda4blas13cabxpyzaxnormIdfEE	GPU-offline,nParity=1,vol=2048,parity=1,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	# 180.73 Gflop/s, 289.17 GB/s, tuning took 0.075674 seconds at Mon Jul 11 18:33:04 2022
    0.802776	   0.0511541	     95.9959	       93922	 8.54726e-06	        8x16x4x4	N4quda4blas11multicaxpy_IfEE	GPU-offline,vol=2048,parity=1,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1,Nxz=4,Nyw=1	# 368.04 Gflop/s, 552.06 GB/s, tuning took 0.010356 seconds at Mon Jul 11 18:33:04 2022
    0.799793	    0.050964	     96.0469	       10805	 7.40206e-05	     32x64x16x16	N4quda27TwistedCloverPreconditionedINS_16TwistedCloverArgIfLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	# 1338.69 Gflop/s, 1062.45 GB/s, tuning took 0.110421 seconds at Mon Jul 11 18:27:12 2022
    0.787724	    0.050195	     96.0971	        8556	 9.20669e-05	     64x64x16x16	N4quda4blas4CdotIdfEE	GPU-offline,nParity=2,vol=1048576,parity=2,precision=2,order=8,Ns=4,Nc=3,TwistFlavor=1	# 1093.37 Gflop/s, 1184.49 GB/s, tuning took 0.774867 seconds at Mon Jul 11 18:28:09 2022
    0.753197	   0.0479948	     96.1451	        6680	 0.000112754	   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,dagger,parity=1	# 474.28 Gflop/s, 1450.75 GB/s, tuning took 0.042480 seconds at Mon Jul 11 18:23:53 2022
    0.750912	   0.0478493	     96.1929	        6680	 0.000112412	   32x64x16x16x2	N4quda17NdegTwistedCloverINS_20NdegTwistedCloverArgIdLi3ELi4EL21QudaReconstructType_s18EEEEE	policy_kernel=exterior_all,commDim=0011,xpay,parity=1	# 475.72 Gflop/s, 1455.16 GB/s, tuning took 0.042536 seconds at Mon Jul 11 18:24:14 2022
    0.749455	   0.0477564	     96.2407	       74772	 1.00232e-05	4x4x2x2,8x16x4x4	N4quda16ProlongateLaunchIfsLi2ELi24ELi2ELi32EEE	GPU-offline,vol=64,parity=2,precision=4,order=2,Ns=2,Nc=32,TwistFlavor=1,vol=2048,parity=1,precision=4,order=2,Ns=2,Nc=24,TwistFlavor=1	# 2510.77 Gflop/s, 1338.75 GB/s, tuning took 0.042569 seconds at Mon Jul 11 18:33:04 2022
    0.708796	   0.0451656	     96.2858	       80182	 8.83984e-06	     32x64x16x16	N4quda13TwistedCloverINS_15WilsonCloverArgIsLi3ELi4EL21QudaReconstructType_s18ELb1EEEEE	policy_kernel=exterior_t,commDim=0011,xpay,dagger,parity=1	# 1512.40 Gflop/s, 1230.68 GB/s, tuning took 0.031859 seconds at Mon Jul 11 18:25:12 2022
    0.703473	   0.0448264	     96.3307	       13360	 5.26552e-05	   32x64x16x16x2	N4quda4PackIdLi3ELb1EEE	policy_kernel,vol=1048576,parity=1,precision=8,order=2,Ns=4,Nc=3,TwistFlavor=2,comm=0011,topo=1148,order=0123,dagger,nFace=1,device-device	# 59.74 Gflop/s, 1433.81 GB/s, tuning took 2.544880 seconds at Mon Jul 11 18:23:39 2022
